Date,Open,High,Low,Close,Volume
2017-09-29,329.59,332.347,328.216,331.163,13056650.487175
2017-10-03,340.429,341.603,336.487,341.603,18799268.255466
2017-10-04,343.176,345.744,342.778,344.171,11886679.737045
2017-10-06,348.113,348.302,344.958,346.729,13558264.592988
2017-10-09,346.729,347.715,343.375,343.773,13660420.796397
2017-10-10,345.545,347.326,344.569,345.943,10987703.539527
2017-10-11,345.943,347.326,344.171,346.331,17910555.100275
2017-10-12,346.729,348.501,344.958,344.958,15100155.337823
2017-10-13,342.002,344.958,341.215,343.972,21246500.99676
2017-10-16,346.729,350.273,345.147,350.273,17855875.137901
2017-10-17,351.069,351.069,347.715,349.486,13081233.563013
2017-10-18,344.37,349.486,344.37,349.287,12156367.170904
2017-10-19,350.87,351.069,340.429,341.026,21945995.400042
2017-10-20,342.778,345.346,342.778,344.37,14537549.724662
2017-10-23,346.331,346.331,342.201,343.375,9916312.2497126
2017-10-24,342.002,344.37,340.23,342.201,15651573.581789
2017-10-25,342.977,347.326,342.778,346.729,13187313.132088
2017-10-26,343.574,345.346,341.215,341.802,16067472.445981
2017-10-27,342.778,343.375,341.215,342.599,16407444.891008
2017-10-30,347.715,347.715,343.773,344.37,16790249.839268
2017-10-31,346.729,347.127,344.171,344.569,12899796.236737
2017-11-01,346.729,355.01,346.331,354.612,22361022.181929
2017-11-02,355.408,359.141,352.243,356.384,18204599.55177
2017-11-03,359.141,362.883,358.156,362.495,16877917.219044
2017-11-06,364.068,373.921,359.141,371.344,25424133.914396
2017-11-07,374.708,385.149,374.509,385.149,25974655.963183
2017-11-08,381.406,392.623,376.678,379.824,44652469.677792
2017-11-09,379.435,386.522,379.435,381.983,24270024.412355
2017-11-10,377.664,384.95,377.664,379.625,17412751.833381
2017-11-13,379.236,386.124,379.236,381.794,17934757.393632
2017-11-14,388.105,388.105,381.595,382.183,20804432.630511
2017-11-15,378.052,382.183,377.266,377.266,23792626.665742
2017-11-16,382.382,387.916,378.251,385.925,33079045.320519
2017-11-17,391.061,398.934,391.061,397.361,35067399.003031
2017-11-20,399.332,413.714,399.332,413.714,35767334.470981
2017-11-21,418.631,433.013,414.491,423.568,51235592.93637
2017-11-22,430.456,431.441,418.034,420.423,40203871.343934
